datetime,longitude,latitude,water_level
2021-08-31 21:10:12.211,12.504617,55.491578,0.484
2021-08-31 21:10:13.229,12.568583,55.453593,0.507
2021-08-31 21:10:14.248,12.632418,55.415569,0.529
2021-08-31 21:10:15.267,12.696123,55.377508,0.514
2021-08-31 21:10:16.285,12.759697,55.339408,0.495
2021-08-31 21:10:17.304,12.823141,55.301271,0.558
2021-09-10 19:08:44.112,12.506021,55.490891,0.29
2021-09-10 19:08:45.130,12.569988,55.452904,0.298
2021-09-10 19:08:46.149,12.633823,55.414878,0.29
2021-09-10 19:08:47.168,12.697527,55.376814,0.336
2021-09-10 19:08:48.187,12.761102,55.338712,0.311
2021-09-10 19:08:49.205,12.824546,55.300573,0.311
2021-09-30 15:05:47.241,12.526279,55.477569,0.164
2021-09-30 15:05:48.260,12.590207,55.439568,0.137
2021-09-30 15:05:49.278,12.654003,55.401528,0.143
2021-09-30 15:05:51.316,12.781204,55.325335,0.078
2021-09-30 15:05:52.335,12.84461,55.287182,0.125
2021-10-10 13:04:17.956,12.504537,55.490773,0.217
2021-10-10 13:04:18.975,12.568508,55.452783,0.193
2021-10-10 13:04:19.994,12.632348,55.414756,0.217
2021-10-10 13:04:21.013,12.696057,55.37669,0.199
2021-10-10 13:04:22.031,12.759637,55.338586,0.209
2021-10-10 13:04:23.050,12.823086,55.300445,0.242
2021-10-20 11:02:48.943,12.50701,55.491914,0.148
2021-10-20 11:02:49.962,12.57098,55.453924,0.102
2021-10-20 11:02:50.981,12.634819,55.415895,0.116
2021-10-20 11:02:52.000,12.698527,55.377829,0.146
2021-10-20 11:02:54.037,12.825553,55.301582,0.16
2021-10-30 09:01:19.900,12.512225,55.493078,0.509
2021-10-30 09:01:20.918,12.576193,55.455088,0.476
2021-10-30 09:01:21.937,12.64003,55.417059,0.508
2021-10-30 09:01:22.956,12.703737,55.378993,0.525
2021-10-30 09:01:23.974,12.767313,55.340888,0.508
2021-10-30 09:01:24.993,12.83076,55.302746,0.583
2021-11-09 06:59:50.889,12.517898,55.493219,0.502
2021-11-09 06:59:51.908,12.581862,55.455229,0.52
2021-11-09 06:59:52.926,12.645696,55.417201,0.565
2021-11-09 06:59:53.945,12.7094,55.379134,0.586
2021-11-09 06:59:54.964,12.772973,55.34103,0.576
2021-11-09 06:59:55.983,12.836416,55.302888,0.616
2021-11-19 04:58:23.296,12.51473,55.493285,0.415
2021-11-19 04:58:24.314,12.578694,55.455296,0.424
2021-11-19 04:58:25.333,12.642528,55.41727,0.368
2021-11-19 04:58:26.352,12.70623,55.379206,0.45
2021-11-19 04:58:27.371,12.769803,55.341104,0.393
2021-11-19 04:58:28.389,12.833245,55.302964,0.45
2021-11-29 02:56:55.520,12.511757,55.492302,0.766
2021-11-29 02:56:56.539,12.575718,55.454315,0.787
2021-11-29 02:56:57.558,12.639548,55.41629,0.792
2021-11-29 02:56:58.577,12.703247,55.378226,0.827
2021-11-29 02:56:59.595,12.766817,55.340125,0.792
2021-11-29 02:57:00.614,12.830256,55.301985,0.852
2021-12-09 00:55:27.565,12.5065,55.49244,0.309
2021-12-09 00:55:28.584,12.570462,55.454454,0.27
2021-12-09 00:55:29.602,12.634293,55.416429,0.305
2021-12-09 00:55:30.621,12.697993,55.378367,0.319
2021-12-09 00:55:31.640,12.761563,55.340267,0.244
2021-12-09 00:55:32.658,12.825003,55.302128,0.359
2021-12-18 22:53:59.566,12.504396,55.492025,0.061
2021-12-18 22:54:00.585,12.568357,55.454038,0.074
2021-12-18 22:54:01.603,12.632187,55.416012,0.046
2021-12-18 22:54:02.622,12.695887,55.377949,0.074
2021-12-18 22:54:03.641,12.759456,55.339848,0.072
2021-12-18 22:54:04.660,12.822895,55.301709,0.101
2021-12-28 20:52:31.454,12.500633,55.49313,0.221
2021-12-28 20:52:32.473,12.564601,55.455144,0.199
2021-12-28 20:52:33.492,12.628438,55.417121,0.191
2021-12-28 20:52:34.511,12.692144,55.379059,0.207
2021-12-28 20:52:35.529,12.75572,55.34096,0.236
2021-12-28 20:52:36.548,12.819166,55.302822,0.267
2022-01-07 18:51:03.110,12.501281,55.49142,0.397
2022-01-07 18:51:04.129,12.565249,55.453434,0.444
2022-01-07 18:51:05.147,12.629085,55.41541,0.486
2022-01-07 18:51:06.166,12.692791,55.377349,0.507
2022-01-07 18:51:07.185,12.756367,55.339249,0.52
2022-01-07 18:51:08.203,12.819812,55.301111,0.535
2022-01-17 16:49:34.418,12.501511,55.490307,0.961
2022-01-17 16:49:35.436,12.565479,55.452322,0.964
2022-01-17 16:49:36.455,12.629317,55.414298,0.982
2022-01-17 16:49:37.474,12.693024,55.376237,1.015
2022-01-17 16:49:38.493,12.7566,55.338138,1.045
2022-01-17 16:49:39.511,12.820047,55.3,1.066
2022-01-27 14:48:05.389,12.50317,55.489791,0.048
2022-01-27 14:48:06.408,12.567138,55.451805,0.025
2022-01-27 14:48:07.427,12.630974,55.413781,0.027
2022-01-27 14:48:10.483,12.821701,55.299482,0.086
2022-02-06 12:46:36.109,12.504884,55.491633,0.52
2022-02-06 12:46:37.127,12.568854,55.453648,0.429
2022-02-06 12:46:38.146,12.632693,55.415625,0.482
2022-02-06 12:46:39.165,12.696401,55.377564,0.452
2022-02-06 12:46:40.184,12.75998,55.339465,0.494
2022-02-06 12:46:41.202,12.823428,55.301328,0.47
2022-02-16 10:45:06.840,12.511249,55.491806,0.417
2022-02-16 10:45:07.859,12.575214,55.453821,0.443
2022-02-16 10:45:08.877,12.639049,55.415798,0.415
2022-02-16 10:45:10.915,12.766326,55.339637,0.405
2022-02-16 10:45:11.933,12.829769,55.301499,0.463
2022-02-26 08:43:39.115,12.510301,55.491848,1.01
2022-02-26 08:43:40.133,12.574264,55.453863,0.965
2022-02-26 08:43:41.152,12.638095,55.415841,0.959
2022-02-26 08:43:42.171,12.701796,55.377781,1.002
2022-02-26 08:43:43.190,12.765366,55.339682,1.011
2022-02-26 08:43:44.208,12.828806,55.301546,1.059
2022-03-08 06:42:12.150,12.570986,55.454247,0.384
2022-03-08 06:42:13.168,12.634818,55.416228,0.408
2022-03-18 04:40:42.929,12.506553,55.490797,0.077
2022-03-18 04:40:43.948,12.570511,55.452817,0.085
2022-03-18 04:40:44.967,12.634338,55.414799,0.088
2022-03-18 04:40:45.985,12.698035,55.376743,0.101
2022-03-18 04:40:47.004,12.761602,55.338649,0.058
2022-03-18 04:40:48.023,12.825038,55.300518,0.091
2022-03-28 02:39:14.462,12.505587,55.490381,0.028
2022-03-28 02:39:15.481,12.569542,55.452402,0.022
2022-03-28 02:39:16.500,12.633366,55.414384,0.017
2022-03-28 02:39:17.519,12.69706,55.376328,0.026
2022-03-28 02:39:18.537,12.760624,55.338235,-0.007
2022-03-28 02:39:19.556,12.824057,55.300104,0.031
2022-04-07 00:37:45.837,12.505903,55.491346,0.17
2022-04-07 00:37:46.856,12.569857,55.453366,0.188
2022-04-07 00:37:47.874,12.633681,55.415346,0.201
2022-04-07 00:37:48.893,12.697373,55.377289,0.233
2022-04-07 00:37:49.912,12.760936,55.339194,0.138
2022-04-07 00:37:50.930,12.824369,55.301061,0.217
