datetime,longitude,latitude,water_level,quality_water_level
2023-07-17 01:29:03,12.845966,55.287865,0.421,1
2023-07-18 18:26:12,12.720681,55.316689,0.29,1
2023-07-26 23:27:29,12.530456,55.479941,0.386,1
2023-07-26 23:27:30,12.59321,55.442644,0.38,1
2023-07-26 23:27:32,12.718341,55.367939,0.426,1
2023-07-26 23:27:34,12.842969,55.293089,0.456,1
2023-08-05 21:26:00,12.507994,55.496788,0.553,1
2023-08-05 21:26:01,12.570802,55.459505,0.582,1
2023-08-05 21:26:02,12.633483,55.422185,0.574,1
2023-08-05 21:26:03,12.696039,55.384828,0.612,1
2023-08-05 21:26:05,12.820773,55.310005,0.605,1
2023-08-07 14:23:14,12.672823,55.28869,0.155,1
2023-08-15 19:24:33,12.548217,55.472807,0.663,1
2023-08-15 19:24:34,12.610943,55.435499,0.665,1
2023-08-15 19:24:35,12.673542,55.398154,0.683,1
2023-08-15 19:24:36,12.736016,55.360772,0.683,1
2023-08-15 19:24:38,12.860588,55.285899,0.703,1
2023-08-17 12:21:47,12.710295,55.312988,0.569,1
2023-08-25 17:23:08,12.721541,55.366313,0.474,1
2023-08-25 17:23:10,12.846158,55.291454,0.489,1
2023-08-27 10:20:19,12.69959,55.307319,0.39,1
2023-09-04 15:21:40,12.719102,55.364325,0.356,1
2023-09-14 13:20:12,12.728089,55.357574,0.396,1
2023-09-16 06:17:22,12.649342,55.281043,0.433,1
2023-09-16 06:17:23,12.711545,55.318503,0.433,1
2023-09-24 11:18:40,12.494607,55.498994,0.337,1
2023-09-24 11:18:41,12.557423,55.46171,0.296,1
2023-09-24 11:18:42,12.620111,55.424388,0.285,1
2023-09-24 11:18:43,12.682675,55.387031,0.337,1
2023-09-24 11:18:45,12.807424,55.312205,0.365,1
2023-10-04 09:17:12,12.512205,55.491799,0.134,1
2023-10-04 09:17:13,12.57499,55.454504,0.103,1
2023-10-04 09:17:14,12.637648,55.417172,0.113,1
2023-10-04 09:17:15,12.70018,55.379804,0.169,1
2023-10-04 09:17:17,12.824868,55.304959,0.221,1
2023-10-06 02:14:26,12.67518,55.301348,0.533,1
2023-10-06 02:14:27,12.737439,55.338794,0.548,1
2023-10-14 07:15:44,12.535153,55.480383,0.45,1
2023-10-14 07:15:45,12.597897,55.443076,0.419,1
2023-10-14 07:15:46,12.660514,55.405733,0.433,1
2023-10-14 07:15:47,12.723006,55.368352,0.378,1
2023-10-14 07:15:49,12.847613,55.293483,0.395,1
2023-10-16 00:12:58,12.698748,55.314468,0.61,1
2023-10-24 05:14:15,12.507152,55.496345,0.6,1
2023-10-24 05:14:16,12.569952,55.459057,0.588,1
2023-10-24 05:14:17,12.632627,55.421731,0.601,1
2023-10-24 05:14:18,12.695175,55.384369,0.634,1
2023-10-24 05:14:20,12.819895,55.309534,0.651,1
2023-10-25 22:11:29,12.676674,55.298574,0.793,1
2023-10-25 22:11:30,12.738926,55.336021,0.773,1
2023-11-03 03:12:46,12.496876,55.500287,0.565,1
2023-11-03 03:12:47,12.559694,55.463005,0.548,1
2023-11-03 03:12:48,12.622387,55.425687,0.539,1
2023-11-03 03:12:49,12.684954,55.388332,0.517,1
2023-11-03 03:12:51,12.809711,55.313511,0.533,1
2023-11-04 20:10:00,12.674086,55.294551,0.386,1
2023-11-04 20:10:01,12.736329,55.332,0.373,1
2023-11-13 01:11:17,12.507528,55.493335,0.498,1
2023-11-13 01:11:18,12.570327,55.456048,0.433,1
2023-11-14 18:08:31,12.690068,55.302217,0.73,1
2023-12-02 21:08:20,12.571482,55.458694,0.43,1
2023-12-02 21:08:21,12.634163,55.421371,0.438,1
2023-12-02 21:08:22,12.696717,55.384012,0.469,1
2023-12-02 21:08:24,12.82145,55.309184,0.498,1
2023-12-04 14:05:33,12.669105,55.287396,0.503,1
2023-12-04 14:05:34,12.731329,55.324851,0.475,1
2023-12-12 19:06:52,12.536344,55.477841,0.368,1
2023-12-12 19:06:53,12.59909,55.440537,0.352,1
2023-12-12 19:06:54,12.66171,55.403196,0.328,1
2023-12-12 19:06:55,12.724204,55.365819,0.323,1
2023-12-12 19:06:57,12.848815,55.290955,0.373,1
2023-12-14 12:04:06,12.697423,55.305341,0.384,1
2023-12-22 17:05:24,12.518369,55.485741,0.298,1
2023-12-22 17:05:25,12.581145,55.448446,0.251,1
2023-12-22 17:05:26,12.643796,55.411115,0.266,1
2023-12-22 17:05:27,12.70632,55.373747,0.285,1
2023-12-22 17:05:29,12.830993,55.298902,0.362,1
2023-12-24 10:02:38,12.684161,55.297229,0.697,1
2023-12-24 10:02:39,12.746424,55.334674,0.739,1
